id,age,year,wrkstat,hrs1,marital,agekdbrn,sibs,chathr,emailhr,postlife,sex,othlang,born,engunite,payexec,comwht,race,realrinc,educ,grass,degree,letters,aged,realinc,childs,abpoor,abany,prestg80,mapres80,papres80,wordsum,pasei,masei,god,numcong,grass_missing
2509,64,2000,"working parttime",25,"married",18,3,,,"yes","male","no","yes","disagree",250000,60,"black",15793,12,,"high school",,,18287,7,"yes","no",28,,40,,37.3,,,250,.a
2510,38,2000,"working fulltime",40,"divorced",22,3,0,2,"yes","female",,"yes",,,,"black",15793,16,,"bachelor","3-5",,15793,3,"yes",,47,41,36,6,29.4,31.4,,175,.a
2511,44,2000,"working fulltime",40,"married",,10,,,"no","male","no","yes","disagree","> 1000000",50,"white",21612,10,"not legal","high school",,"a bad idea",36575,0,,,45,,44,,50.7,,,,"not legal"
2512,55,2000,"working parttime",45,"separated",19,5,,,"yes","female",,"yes",,,,"white",9143,10,"not legal","high school","1-2","a bad idea",9143,2,,,39,28,40,6,32.3,17.1,"know god exists",100,"not legal"
2513,54,2000,"retired",,"married",17,4,,,"yes","male","no","yes","agree",100000,95,"white",,6,"not legal","lt high school",,"a bad idea",15793,1,,,42,40,40,,37.3,37.3,,100,"not legal"
2514,72,2000,"retired",,"divorced",20,3,,,,"female",,"yes",,,,"white",,5,"not legal","lt high school",,"a bad idea",4987,2,"no","no",36,,34,7,31.3,,"know god exists",100,"not legal"
2515,19,2000,"working fulltime",41,"never married",,1,,,"yes","male","yes","yes","agree",50000,80,"white",,12,"legal","high school",,"a bad idea",10806,0,"yes","no",36,44,33,,27.7,50.7,,60,"legal"
2516,38,2000,"working parttime",27,"married",,3,,0,"yes","male","no","yes","strongly agree",100000,90,"white",14131,7,,"lt high school",,,14131,0,"no","no",24,,30,,31.5,,,,.a
2517,61,2000,"working parttime",20,"never married",,6,,,,"male",,"yes",,,,"white",,12,,"high school",,,,0,"no","no",31,,31,,33.9,,,,.a
2518,59,2000,"working fulltime",60,"married",17,15,,,"yes","female","no","yes","disagree",45000,80,"white",,8,"not legal","lt high school",,"a bad idea",,1,"no","no",36,,,,,,,500,"not legal"
2519,49,2000,"working fulltime",43,"divorced",25,6,,5,,"male","no","yes","agree",400000,95,"white",12468,12,,"high school",,,24937,1,"yes","no",27,,40,,37.3,,,,.a
2520,19,2000,"school",,"never married",,3,0,1,"no","female",,"yes",,,,"white",,12,,"high school","3-5",,44887,0,"no","no",,51,,3,,63.5,"some higher power",175,.a
2521,79,2000,"retired",,"widowed",,7,,,,"female",,"yes",,,,"black",,11,"not legal","high school",,"depends",,5,,"no",28,,,4,,,"know god exists",100,"not legal"
2522,57,2000,"working parttime",30,"married",27,5,,0,"yes","male",,"yes",,,,"black",44887,12,"not legal","high school","0","a good idea",44887,2,,,51,,40,2,37.3,,"know god exists",55,"not legal"
2523,26,2000,"school",,"married",,13,,,"yes","female",,"yes",,,,"black",333,13,,"high school","1-2","a good idea",29925,0,,,31,51,22,3,28.4,63.5,"know god exists",300,.b
2524,59,2000,"working fulltime",48,"never married",17,9,,,"no","female","no","yes","agree",,2,"black",5985,9,"not legal","lt high school",,"a good idea",7481,5,,,22,23,40,,37.3,22.5,,75,"not legal"
2525,35,2000,"temp not working",,"married",20,7,,0,,"female",,"yes",,,,"black",5985,12,"not legal","high school",,"a good idea",18287,3,"no","no",43,31,,5,,27.5,"know god exists",2000,"not legal"
2526,41,2000,"unempl, laid off",,"married",,4,0,2,"yes","female","no","no","strongly agree",750000,70,"white",66500,16,"legal","bachelor",,"depends",141038,0,,,51,46,51,,51.9,38.4,,,"legal"
2527,58,2000,"working parttime",30,"married",23,5,0,0,,"male",,"yes",,,,"white",36575,16,"legal","high school",,"a bad idea",54862,3,"yes","yes",51,,32,8,43.4,,"some higher power",,"legal"
2528,65,2000,"school",,"married",18,1,,,"yes","female","yes","yes","agree","> 1000000",70,"white",5985,14,"not legal","high school",,"a good idea",54862,5,,,39,30,47,,38.2,38.4,,500,"not legal"
2529,33,2000,"working fulltime",89,"divorced",,1,,0,"yes","male","no","yes","strongly agree",,70,"white",18287,13,,"high school",,,29925,0,"yes","no",53,,44,,50.7,,,,.a
2530,68,2000,"working fulltime",43,"married",22,2,,,"yes","male",,"yes",,,,"other",24937,15,,"junior college","11-15",,29925,4,"no","no",69,22,60,6,63.2,37.4,"know god exists",265,.a
2531,44,2000,"working parttime",20,"married",,0,,,"yes","female","yes","no","strongly agree",300000,50,"white",4322,16,"legal","bachelor",,"a good idea",44887,2,"yes","yes",35,36,51,,63.5,26.4,,405,"legal"
2532,20,2000,"working fulltime",40,"never married",,3,,,"yes","male","no","yes","disagree",110000,100,"white",7481,13,"not legal","high school",,"a good idea",36575,0,"no","yes",69,47,30,,29.4,48.5,,35,"not legal"
2533,57,2000,"temp not working",,"widowed",23,4,,,,"female",,"yes",,,,"white",9143,11,"not legal","lt high school",,"a bad idea",9143,2,"no","no",28,66,30,5,29.4,73.2,,300,"not legal"
2534,76,2000,"retired",,"widowed",,7,,,"yes","male","no","yes","disagree",60000,90,"white",,8,,"lt high school",,,5985,0,"no","no",42,,39,,34.2,,,60,.a
2535,77,2000,"retired",,"widowed",21,6,,,"yes","male","no","yes","disagree",,75,"white",,6,"not legal","lt high school",,"a bad idea",7481,1,"no","yes",35,,35,,19.4,,,60,"not legal"
2536,31,2000,"working fulltime",50,"married",16,1,,,"yes","male","no","yes","agree",100000,80,"black",29925,14,,"high school",,,36575,1,"no","no",47,64,53,,55.1,78.5,,100,.a
2537,80,2000,"keeping house",,"widowed",20,5,,,"no","female",,"yes",,,,"white",,3,,"lt high school","1-2",,7481,3,"yes","yes",,,40,2,37.3,,"know god exists",,.a
2538,48,2000,"working fulltime",37,"divorced",,3,,,,"male",,"yes",,,,"white",29925,8,,"lt high school",,"a good idea",29925,0,"no","no",39,,,3,,,"know god exists",,.c
2539,32,2000,"keeping house",,"married",18,3,,0,"yes","female","no","yes","strongly disagree",500000,90,"white",4322,13,"not legal","high school",,"a good idea",18287,4,,,32,,64,,86.6,,,30,"not legal"
2540,68,2000,"retired",,"married",25,4,,,"yes","male",,"yes",,,,"white",,11,"not legal","lt high school","0","depends",,3,,,40,,40,6,37.3,,"believe sometimes",400,"not legal"
2541,45,2000,"working fulltime",80,"married",27,1,,0,"yes","male",,"yes",,,,"white",,12,,"high school","1-2",,,1,"yes","yes",45,31,30,4,31.5,27.5,"some higher power",300,.a
2542,52,2000,"working fulltime",44,"married",24,6,,,"yes","female",,"yes",,,,"other",15793,12,"legal","high school","0","a good idea",44887,1,,,24,23,,,,22.5,"know god exists",,"legal"
2543,49,2000,"working fulltime",54,"married",21,0,,0,"yes","male","no","yes","strongly agree","> 1000000",75,"white",29925,15,"legal","high school",,"a good idea",36575,3,,,35,47,31,,26.9,38,,,"legal"
2544,27,2000,"working fulltime",40,"divorced",,2,,,"yes","female","no","yes","disagree",60000,70,"white",15793,12,"not legal","high school",,"a good idea",15793,0,"yes","yes",59,,,,,,,,"not legal"
2545,46,2000,"working fulltime",40,"never married",,5,,,,"male",,"yes",,,,"black",9143,12,"legal","high school",,"a good idea",9143,0,"no","no",35,23,,4,,26.5,"know god exists",100,"legal"
2546,43,2000,"working fulltime",40,"separated",16,8,,,"no","female",,"no",,,,"white",5985,0,,"lt high school","1-2",,9143,"eight or more","no","no",28,,,1,,,"some higher power",,.a
2547,21,2000,"working fulltime",40,"never married",,2,,,"yes","male","yes","no","disagree",,50,"other",7481,9,,"lt high school",,,9143,0,"no","no",22,,,,,,,,.a
2548,38,2000,"working fulltime",40,"married",25,1,,,"yes","male","no","yes","agree",200000,50,"black",14131,12,"not legal","high school",,"a bad idea",21612,2,"yes","yes",38,51,40,,32.3,63.5,,,"not legal"
2549,51,2000,"working fulltime",60,"divorced",22,0,,4,"yes","male","no","yes","disagree",,75,"black",15793,14,"legal","high school",,"a bad idea",,2,,,33,23,,,,22.5,,50,"legal"
2550,24,2000,"school",,"married",20,20,,,"yes","female",,"yes",,,,"white",,14,"not legal","high school","0","a good idea",7481,2,,,,42,,6,,29.3,"know god exists",,"not legal"
2551,73,2000,"working parttime",40,"married",19,1,,,"yes","male","no","yes","strongly agree",300000,99,"white",21612,9,"legal","lt high school",,"depends",21612,5,"no","no",32,,40,,37.3,,,300,"legal"
2552,49,2000,"working fulltime",40,"divorced",16,5,,,"yes","female","no","yes","agree",150000,95,"white",10806,13,,"high school",,"a good idea",10806,2,"no","no",42,31,,,,27.5,,250,.b
2553,89,2000,"retired",,"widowed",22,10,,,,"female",,"yes",,,,"white",,8,,"lt high school",,"a bad idea",,3,"no","no",32,,40,1,37.3,,,100,.b
2554,78,2000,"retired",,"widowed",24,8,,,"yes","female","yes","yes","strongly agree",40000,90,"white",,12,,"high school",,,9143,1,"no",,66,,40,,37.3,,,150,.a
2555,45,2000,"working fulltime",65,"divorced",32,5,,,"yes","male",,"yes",,,,"white",14131,12,"not legal","high school","0","a good idea",14131,2,,,36,,40,2,37.3,,"believe but doubts",200,"not legal"
2556,36,2000,"working fulltime",40,"divorced",21,3,,2,"yes","female",,"yes",,,,"white",,20,"not legal","bachelor","3-5","a good idea",333,2,,,66,42,24,6,29.2,29.3,"know god exists",100,"not legal"
2557,40,2000,"working fulltime",40,"married",16,1,,,"yes","female","no","yes","agree",100000,99,"white",9143,12,"legal","high school",,"a bad idea",24937,5,,,29,,43,,45.7,,,,"legal"
2558,69,2000,"retired",,"married",19,6,,,"yes","female",,"yes",,,,"white",,12,,"high school","11-15",,10806,2,"no",,30,,40,5,37.3,,"know god exists",500,.a
2559,28,2000,"working fulltime",40,"never married",,8,,0,"yes","male","no","yes","strongly agree",250000,95,"white",14131,16,"not legal","bachelor",,"a good idea",14131,0,,,48,,40,,37.3,,,1600,"not legal"
2560,19,2000,"working parttime",32,"never married",,2,15,0,"yes","male",,"yes",,,,"white",7481,11,"legal","lt high school","1-2","a bad idea",,0,,,27,20,51,7,44.7,21.2,"some higher power",300,"legal"
2561,28,2000,"working parttime",27,"never married",,4,,3,,"male","no","yes","agree",70000,96,"white",7481,15,,"high school",,,12468,0,"no","no",32,51,21,,32.3,63.5,,250,.a
2562,33,2000,"working parttime",48,"divorced",30,3,,,"yes","female",,"yes",,,,"white",,12,,"high school","26-50",,9143,1,"no","no",36,44,,7,,50.7,"know god exists",,.a
2563,21,2000,"school",,"never married",,1,,,"yes","male","yes","yes","agree",500000,95,"white",,13,"legal","high school",,"a good idea",2992,0,"yes","yes",,46,51,,63.5,38.4,,200,"legal"
2564,35,2000,"working fulltime",52,"never married",23,4,,0,,"male",,"yes",,,,"white",15793,15,"not legal","high school",,,15793,3,"yes","yes",51,31,24,6,29.2,27.5,"no way to find out",300,"not legal"
2565,27,2000,"working fulltime",36,"never married",,1,,,"yes","male","yes","yes","disagree",150000,95,"other",10806,13,"not legal","high school",,"a good idea",10806,0,"yes","yes",,,23,,26.5,,,,"not legal"
2566,21,2000,"working parttime",36,"never married",,1,,4,"yes","male","no","yes","strongly agree",100000,80,"white",,14,,"high school",,,12468,0,"yes","no",40,51,48,,53.1,69.7,,400,.a
2567,49,2000,"working parttime",62,"never married",21,5,,,,"female","no","yes","disagree",150000,65,"white",21612,14,,"high school",,"depends",21612,2,,,29,72,35,,36.4,96,,5000,.b
2568,46,2000,"working fulltime",40,"never married",,3,0,4,"yes","female",,"yes",,,,"white",21612,16,"not legal","bachelor","50+","a good idea",21612,0,,,25,47,40,6,37.3,38,"know god exists",350,"not legal"
2569,56,2000,"working fulltime",40,"married",26,5,0,3,,"male",,"yes",,,,"white",29925,12,"not legal","high school",,"a bad idea",141038,2,"no","no",63,,49,4,64.1,,"know god exists",500,"not legal"
2570,63,2000,"retired",,"married",30,3,,0,"yes","female",,"yes",,,,"white",333,13,,"high school","0",,12468,3,"no","no",47,,49,6,,,"believe but doubts",100,.a
2571,43,2000,"working fulltime",40,"married",30,1,0,2,,"male",,"yes",,,,"white",44887,12,"not legal","high school",,"a bad idea",44887,2,"yes","yes",49,17,66,5,80.3,29,"know god exists",500,"not legal"
2572,21,2000,"working fulltime",60,"married",18,1,,0,,"male",,"yes",,,,"white",7481,14,"not legal","high school",,"a bad idea",10806,2,"no","no",49,47,51,7,63.5,38,"know god exists",300,"not legal"
2573,23,2000,"working fulltime",48,"never married",,4,,15,"yes","female","no","yes","agree",53000,85,"white",,16,"legal","bachelor",,"a good idea",66500,0,,,,36,69,,86.5,33.1,,3000,"legal"
2574,48,2000,"working fulltime",60,"married",28,2,,10,"yes","male",,"yes",,,,"white",44887,19,"not legal","graduate","16-25","a good idea",54862,4,,,49,66,69,7,73.9,73.2,"know god exists",200,"not legal"
2575,22,2000,"working fulltime",40,"never married",,1,,4,"no","male","yes","yes","agree",80000,70,"black",10806,14,,"high school",,,10806,0,"no","no",57,74,,,,88.6,,300,.a
2576,26,2000,"working fulltime",60,"married",25,4,,0,"yes","female","yes","yes","strongly agree",40000,85,"black",9143,13,,"high school",,,18287,1,"no","no",60,29,,,,33.1,,100,.a
2577,22,2000,"working parttime",40,"married",,1,6,5,"yes","male",,"yes",,,,"white",7481,12,,"high school","1-2",,12468,0,"no","no",53,,35,8,26.7,,"know god exists",50,.a
2578,28,2000,"working fulltime",40,"married",24,2,0,2,,"female",,"yes",,,,"white",1330,12,"legal","high school",,"a good idea",1330,1,"no","yes",27,,49,7,,,"know god exists",50,"legal"
2579,67,2000,"retired",,"divorced",18,3,,,"yes","male",,"yes",,,,"white",,9,,"lt high school","3-5",,9143,5,"no","no",29,,24,4,29.2,,,,.a
2580,83,2000,"retired",,"widowed",,2,,,"no","male","no","yes","agree",50000,99,"white",,12,"not legal","high school",,"depends",5985,0,,,40,,40,,37.3,,,,"not legal"
2581,64,2000,"keeping house",,"married",20,13,,,"yes","female",,"yes",,,,"white",,12,,"high school","1-2",,66500,4,"no","no",28,,40,6,37.3,,,50,.a
2582,24,2000,"working parttime",23,"married",18,2,,,"yes","female","no","yes","agree",22000,90,"white",1330,12,"legal","high school",,"a bad idea",21612,3,"no","no",29,51,38,,39.4,63.5,,,"legal"
2583,57,2000,"working fulltime",40,"divorced",18,4,,,"yes","male","no","yes","agree",,50,"white",24937,12,"not legal","high school",,"a good idea",29925,5,"no","no",51,35,51,,44.7,26.7,,10,"not legal"
2584,32,2000,"working fulltime",41,"married",18,1,,,"yes","female",,"yes",,,,"white",9143,15,,"high school","0",,12468,2,"yes","yes",25,44,,7,,50.7,"some higher power",400,.a
2585,33,2000,"working fulltime",40,"divorced",21,3,,,"yes","male","yes","yes","strongly agree",,60,"white",10806,12,,"high school",,,10806,2,"no","no",30,35,36,,32,26.7,,,.a
2586,32,2000,"working fulltime",38,"married",21,3,0,7,,"female",,"yes",,,,"other",2992,14,"not legal","high school",,"a bad idea",15793,2,"yes","no",51,28,35,6,29.2,17.1,,,"not legal"
2587,33,2000,"keeping house",,"divorced",,1,,,"yes","female","no","yes","agree",100000,100,"white",,14,"legal","lt high school",,"a good idea",3657,0,,,33,35,,,,26.7,,,"legal"
2588,76,2000,"retired",,"divorced",27,4,,,,"male",,"yes",,,,"white",,7,"not legal","lt high school",,"a bad idea",4987,"eight or more","yes","yes",42,,40,3,36.5,,,,"not legal"
2589,68,2000,"retired",,"widowed",34,13,,,"no","male",,"yes",,,,"white",,12,,"high school","0","a good idea",4322,1,,,49,33,30,5,29.4,27.7,,,.b
2590,35,2000,"working fulltime",40,"married",25,7,,,"yes","female","yes","yes","agree",65000,55,"other",7481,12,"legal","high school",,"a good idea",21612,2,,,24,33,35,,26.7,27.7,,2100,"legal"
2591,48,2000,"temp not working",,"divorced",16,4,,,"yes","female","no","yes","agree",100000,75,"white",18287,13,"legal","high school",,"a good idea",24937,1,"yes","no",36,29,33,,27.7,33.1,,,"legal"
2592,60,2000,"retired",,"married",21,8,,,"yes","female",,"yes",,,,"white",,12,,"high school","1-2","depends",,4,,,31,20,32,6,22.9,21.2,,,.b
2593,19,2000,"working parttime",10,"never married",18,2,,,"no","male","no","yes","agree",500000,50,"white",5985,10,,"lt high school",,,29925,1,"yes","yes",45,44,40,,32.3,50.7,,,.a
2594,45,2000,"keeping house",,"married",21,4,,,"yes","female",,"yes",,,,"white",4322,12,"legal","high school","6-10","a good idea",29925,2,,,47,36,42,6,39.4,26.4,"know god exists",2000,"legal"
2595,29,2000,"working fulltime",40,"married",24,3,,,"yes","male","no","yes","strongly agree",500000,60,"white",12468,14,,"high school",,,15793,2,"no","no",35,64,69,,73.9,78.5,,250,.a
2596,36,2000,"working fulltime",40,"never married",26,1,,0,"yes","male",,"yes",,,,"white",24937,12,,"high school","0",,,1,"yes","yes",32,42,45,4,38.1,29.3,,,.a
2597,61,2000,"working fulltime",40,"widowed",15,2,,1,"yes","female",,"yes",,,,"white",,8,,"lt high school","3-5",,,3,"no","no",25,,35,5,26.7,,"know god exists",400,.a
2598,41,2000,"working fulltime",42,"married",20,4,,,"yes","female","no","yes","strongly agree",80000,68,"white",14131,13,"not legal","high school",,"a good idea",44887,3,,,30,,44,,50.7,,,1850,"not legal"
2599,30,2000,"working fulltime",60,"never married",,7,,,"no","male","yes","yes","disagree",180000,70,"other",18287,11,"not legal","lt high school",,"a good idea",18287,0,"no",,45,23,,,,26.5,,,"not legal"
2600,70,2000,"retired",,"widowed",21,3,,,"yes","female","no","yes","agree",100000,75,"white",10806,12,,"high school",,,10806,7,"no","no",46,,40,,37.3,,,500,.a
2601,62,2000,"retired",,"married",25,2,,1,,"female",,"yes",,,,"white",9143,12,"not legal","high school",,"a good idea",44887,1,"no","no",35,,35,7,29.3,,"believe but doubts",800,"not legal"
2602,53,2000,"working fulltime",35,"married",20,3,,,"yes","female",,"yes",,,,"white",,13,,"high school","1-2",,,2,"no","no",35,32,30,7,31.5,43.4,"know god exists",500,.a
2603,36,2000,"working fulltime",40,"married",33,8,,2,"yes","male","no","yes","agree",500000,70,"white",21612,14,"not legal","high school",,,29925,1,,,35,,47,,48.5,,,2000,"not legal"
2604,76,2000,"retired",,"married",22,10,,,"yes","male",,"yes",,,,"white",,12,"not legal","lt high school","1-2","depends",14131,4,,,30,31,23,5,26.5,27.5,"believe sometimes",,"not legal"
2605,45,2000,"working parttime",30,"married",25,3,,0,"yes","female","no","yes","strongly agree",200000,95,"white",15793,14,,"high school",,,141038,3,"no","no",58,26,39,,34.2,30.5,,3000,.a
2606,63,2000,"keeping house",,"married",31,3,,,"yes","female","no","yes","strongly agree",500000,75,"white",,12,"not legal","high school",,"a good idea",,2,"no","no",51,29,44,,50.7,33.1,,1500,"not legal"
2607,83,2000,"retired",,"widowed",18,4,,,"yes","female","no","yes","strongly agree",300000,90,"white",,12,"not legal","high school",,"depends",12468,3,,,23,,31,,30.4,,,,"not legal"
2608,45,2000,"working fulltime",40,"married",30,4,,0,,"male",,"yes",,,,"white",29925,16,"not legal","bachelor",,"a good idea",66500,2,"no","no",51,36,30,8,31.5,32,,400,"not legal"
2609,59,2000,"temp not working",,"married",25,3,,,"yes","female",,"yes",,,,"white",,12,,"high school","3-5",,,3,"no","no",28,,43,7,45.9,,"know god exists",,.a
2610,39,2000,"working fulltime",35,"married",31,3,0,0,"yes","male",,"yes",,,,"white",21612,13,,"high school","0",,21612,2,"yes","yes",31,33,33,6,27.7,24.8,"believe but doubts",,.a
2611,42,2000,"temp not working",,"never married",28,2,,0,"no","male","yes","yes","disagree",100000,70,"white",44887,12,"legal","high school",,"a good idea",44887,4,,,42,27,42,,50.2,31.4,,,"legal"
2612,66,2000,"working parttime",20,"never married",,2,,,"yes","male",,"yes",,,,"white",4322,12,"not legal","high school","0",,10806,0,,,21,65,44,5,50.7,76.4,"know god exists",600,"not legal"
2613,81,2000,"retired",,"widowed",19,2,,,,"female","no","yes","agree",,75,"white",,12,,"high school",,,141038,4,"no","no",34,,34,,48.6,,,,.a
2614,71,2000,"retired",,"married",24,1,,3,"no","male","yes","yes","agree","> 1000000",80,"white",,17,,"graduate",,,54862,3,"yes","yes",64,34,47,,38,37.7,,300,.a
2615,40,2000,"keeping house",,"divorced",26,3,,,"yes","female","no","yes","agree",,60,"white",2992,13,"legal","high school",,"depends",7481,2,"yes","yes",17,42,47,,48.5,54.2,,,"legal"
2616,29,2000,"working fulltime",46,"married",,2,,0,,"female",,"yes",,,,"white",10806,12,"legal","high school",,"a good idea",29925,0,"no","yes",44,28,43,7,42.2,32.4,"know god exists",,"legal"
2617,60,2000,"working fulltime",45,"married",18,1,,,"yes","female","no","yes","agree",500000,80,"white",66500,14,"not legal","high school",,"a bad idea",141038,2,"yes","yes",51,30,49,,64.1,38.4,,,"not legal"
2618,40,2000,"working fulltime",32,"married",21,2,0,0,"yes","male","no","yes","strongly agree",,90,"white",29925,12,"legal","high school",,"a bad idea",29925,2,,,33,28,42,,32.3,17.1,,,"legal"
2619,84,2000,"retired",,"widowed",25,0,,,"yes","female",,"yes",,,,"white",,16,,"bachelor","6-10",,44887,3,"yes","no",64,,40,9,37.3,,"believe but doubts",300,.a
2620,53,2000,"working fulltime",45,"married",27,2,0,2,"yes","female","no","yes","disagree",300000,80,"white",21612,17,"not legal","bachelor",,"depends",54862,2,,,64,60,40,,37.3,43.7,,,"not legal"
2621,68,2000,"retired",,"widowed",,4,,,,"female","no","yes","agree",,85,"other",,16,,"junior college",,,,0,"no","no",51,23,44,,50.7,26.5,,,.a
2622,21,2000,"keeping house",,"married",16,10,,,"yes","female","no","yes","agree",55000,60,"black",3657,11,"legal","high school",,"a good idea",24937,2,"yes","yes",30,55,61,,76.3,56.6,,,"legal"
2623,20,2000,"working parttime",20,"never married",,2,,,"yes","female",,"yes","agree","> 1000000",70,"white",2992,13,"not legal","high school",,"depends",,0,"no","no",41,,60,,63.2,,,150,"not legal"
2624,57,2000,"working fulltime",50,"married",25,9,,1,"no","male","no","yes","strongly agree","> 1000000",80,"white",24937,12,,"high school",,,29925,2,"yes","yes",50,,40,,36.5,,,,.a
2625,85,2000,"retired",,"married",28,2,,,,"male",,"yes",,,,"white",,14,"not legal","high school",,"a bad idea",18287,2,"yes","yes",44,,40,8,45.8,,"some higher power",,"not legal"
2626,64,2000,"working fulltime",40,"widowed",27,1,0,1,"yes","female",,"yes",,,,"white",18287,16,,"bachelor","26-50",,24937,3,"no","no",,34,30,5,31.5,37.7,"know god exists",500,.a
2627,73,2000,"retired",,"married",29,3,,,,"male",,"yes",,,,"white",,17,"not legal","graduate",,"depends",21612,4,"no","no",66,,40,8,37.3,,"know god exists",350,"not legal"
2628,30,2000,"keeping house",,"divorced",18,3,,0,"yes","female","no","yes","disagree",150000,55,"white",,13,"legal","high school",,"a good idea",2992,4,,,33,,43,,37.3,,,,"legal"
2629,43,2000,"working parttime",12,"married",25,3,,0,"yes","female","no","yes","disagree",200000,90,"white",3657,16,"legal","bachelor",,"a good idea",29925,4,,,47,54,69,,73.9,71.6,,300,"legal"
2630,38,2000,"working fulltime",50,"divorced",18,3,,0,"yes","male",,"yes",,,,"white",29925,12,"legal","high school","0","a good idea",29925,3,,,24,46,30,7,39.5,38.4,"some higher power",100,"legal"
2631,54,2000,"working fulltime",89,"married",23,2,,0,"yes","male",,"yes",,,,"white",36575,16,"not legal","bachelor","3-5","a bad idea",44887,5,,,48,59,40,7,37.3,73.6,"know god exists",200,"not legal"
2632,46,2000,"working parttime",32,"married",19,7,,,"yes","female","no","yes","agree",80000,70,"white",5985,12,,"high school",,,36575,3,"no","no",20,42,,,,29.3,,200,.a
2633,68,2000,"retired",,"married",26,4,,,"yes","male",,"yes",,,,"white",,16,"not legal","junior college","11-15","a bad idea",10806,2,,,28,33,39,6,34.2,27.7,"believe but doubts",,"not legal"
2634,74,2000,"keeping house",,"widowed",20,6,,,"yes","female","no","yes","agree",75000,90,"white",,12,"not legal","high school",,"a bad idea",4322,"eight or more","no","no",23,,40,,37.3,,,75,"not legal"
2635,85,2000,"retired",,"widowed",20,0,,,,"female",,"yes",,,,"white",,12,,"high school","0",,18287,2,"no","yes",,,40,8,37.3,,"no way to find out",75,.a
2636,26,2000,"working fulltime",45,"never married",,0,,,"yes","male","no","yes","agree",125000,55,"white",15793,15,"not legal","junior college",,"a good idea",15793,0,"no","no",36,36,44,,35.4,36.7,,150,"not legal"
2637,21,2000,"unempl, laid off",,"never married",,4,,,"yes","female",,"yes",,,,"other",4987,12,,"high school","3-5",,10806,0,"no","yes",31,,23,5,26.5,,"believe but doubts",250,.a
2638,52,2000,"working fulltime",52,"divorced",26,5,,,,"male",,"yes",,,,"white",29925,12,"not legal","high school",,"depends",29925,3,"no","no",24,,,8,,,"know god exists",300,"not legal"
2639,31,2000,"working fulltime",48,"separated",19,0,,,,"male",,"yes",,,,"white",134018,12,"legal","high school",,"a good idea",141038,3,"no","no",31,52,,7,,69.2,"know god exists",200,"legal"
2640,33,2000,"working fulltime",40,"married",,7,,,"yes","male","yes","yes","strongly agree",100000,80,"other",18287,13,"legal","junior college",,"a bad idea",18287,0,,,29,,41,,66.1,,,75,"legal"
2641,42,2000,"working fulltime",40,"married",31,1,0,1,"yes","female","no","yes","disagree",150000,75,"white",24937,16,"not legal","bachelor",,"a good idea",54862,3,,,31,,43,,63.2,,,300,"not legal"
2642,35,2000,"working fulltime",35,"never married",26,8,,1,,"female",,"yes",,,,"other",18287,16,"not legal","bachelor",,"a good idea",18287,2,"no","no",43,31,23,3,26.5,27.5,"know god exists",,"not legal"
2643,83,2000,"retired",,"widowed",23,1,,,"yes","female",,"yes",,,,"white",,12,"legal","high school","16-25","depends",7481,2,,,31,,41,7,62.1,,"know god exists",200,"legal"
2644,48,2000,"working fulltime",85,"married",35,2,,10,"yes","male","yes","yes","strongly agree","> 1000000",80,"white",24937,15,,"high school",,,24937,2,"yes","yes",36,47,,,,38,,90,.a
2645,37,2000,"working fulltime",40,"never married",,5,0,2,"yes","female","no","yes","agree",60000,80,"white",15793,12,"not legal","high school",,"a good idea",29925,0,,,41,46,42,,39.4,38.4,,400,"not legal"
2646,64,2000,"working fulltime",40,"widowed",22,5,,10,"yes","female","no","yes","agree",,50,"white",14131,12,,"high school",,,14131,3,"no","no",46,,40,,37.3,,,950,.a
2647,40,2000,"working fulltime",40,"never married",,4,,0,,"female",,"yes",,,,"white",36575,12,"not legal","high school",,"depends",36575,0,"yes","yes",66,31,,8,,27.5,"know god exists",500,"not legal"
2648,73,2000,"keeping house",,"married",18,7,,,"yes","female",,"yes",,,,"white",,10,"not legal","lt high school","16-25",,21612,2,,,,,35,5,36.4,,"know god exists",,"not legal"
2649,67,2000,"retired",,"married",20,4,,,"no","male","no","yes","agree",,80,"white",,12,"legal","high school",,"a bad idea",18287,2,"yes","yes",42,28,44,,50.7,17.1,,,"legal"
2650,31,2000,"working fulltime",55,"married",24,3,15,4,"yes","male",,"yes",,,,"white",29925,12,"not legal","high school","6-10","a bad idea",29925,2,,,44,,44,7,50.7,,"know god exists",120,"not legal"
2651,32,2000,"temp not working",,"divorced",20,10,3,3,"yes","female","no","yes","disagree",80000,99,"white",18287,11,"legal","high school",,"depends",18287,3,,,60,41,31,,27.5,31.4,,200,"legal"
2652,37,2000,"working parttime",15,"married",,3,,2,"yes","female","yes","yes","strongly agree",500000,100,"white",9143,16,"legal","graduate",,"a bad idea",14131,0,,,52,32,66,,80.3,38.9,,,"legal"
2653,87,2000,"keeping house",,"widowed",24,2,,,"yes","female",,"yes",,,,"white",,8,,"lt high school","50+",,,3,"no","no",,,40,1,37.3,,,120,.a
2654,19,2000,"working fulltime",45,"never married",,6,,,"no","male",,"yes",,,,"white",4322,9,"not legal","high school","0","a good idea",21612,0,,,39,,40,4,37.3,,,200,"not legal"
2655,42,2000,"working fulltime",,"never married",,1,,,,"male",,"yes",,,,"white",14131,12,,"high school",,"a good idea",14131,0,"no","no",22,28,,5,,17.1,"know god exists",1000,.b
